Дата проверки,Основная категория,Категории совпадения,Регион,Название,Тип,Ссылка,Username / invite,Подписчики/участники,Комментарии открыты,Можно публиковать бесплатно,Условия публикации,Контакты администратора,Активность канала/чата,Последняя активность,Описание,Источник данных,TGStat/каталог карточка,Source URL(s),Поисковые запросы
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,🚖Аренда авто для такси | Москва,чат/группа,https://t.me/taxi_lider_arenda_msk,taxi_lider_arenda_msk,2034,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Ищете автомобиль в Москве? Узнайте, как правильно оформить объявление и арендуйте авто без лишних хлопот!",tg-cat public search,https://tg-cat.com/@taxi_lider_arenda_msk,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва; продажа авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авторынок Москва,чат/группа,https://t.me/aurmsk,aurmsk,1921,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@aurmsk,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авторынок москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авторынок | Автовыкуп | Комиссия,чат/группа,https://t.me/jetcar_autosales,jetcar_autosales,1881,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в мир авторынка! 🌟 Здесь мы предлагаем быстрый автовыкуп в Москве с удобной оценкой вашего автомобиля. Если вы ищете срочную продажу по выгодной цене, вы попали по адресу! Мы берем на себя всю сделку, чтобы вы",tg-cat public search,https://tg-cat.com/@jetcar_autosales,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,продажа авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авто - BaZa | Москва,чат/группа,https://t.me/proavtoservice,proavtoservice,1864,"да, это чат/группа",да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Авто - BaZa"" в Москве посвящена продаже и покупке автомобилей, автозапчастей и автосервисам, а также обсуждениям на форуме. Публикации бесплатные, разрешены раз в 5 дней. Запрещены ссылки на ч",tg-cat public search,https://tg-cat.com/@proavtoservice,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авто Купи Продай Москва,чат/группа,https://t.me/tiktakneo,tiktakneo,1742,"да, это чат/группа",да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в сообщество ""Авто Купи Продай Москва""! 🚗✨ Здесь вы найдете идеальное место для покупки и продажи автомобилей в столице. Нужен новый автомобиль? Или хотите выгодно продать своё? Наша бесплатная площадка всегда готова помочь вам",tg-cat public search,https://tg-cat.com/@tiktakneo,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто москва; купить продать авто
2026-07-05,Авторынки Москвы,Авторынки Москвы,Москва / Московская область,АТЛАНТ-М Авто Москва 🚘,канал,https://t.me/atlantm_avto,atlantm_avto,1691,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на канал АТЛАНТ-М Авто Москва! 🚘 Мы рады представить вам наше новое направление! АТЛАНТ-М предлагает уникальную возможность приобрести любой автомобиль по параллельному импорту — как новые, так и с пробегом. Забуд",tg-cat public search,https://tg-cat.com/@atlantm_avto,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en,авто москва
2026-07-05,Чаты купли-продажи,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Продажа авто | Каскад-Авто,канал,https://t.me/kaskadauto,kaskadauto,1680,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в Каскад-Авто! 🚗 Здесь вы найдете новые и подержанные автомобили с доставкой по всей России. Мы предлагаем выгодные условия кредитования, возможность трейд-ина и выкупа авто. Работая в Москве и Оренбурге,",tg-cat public search,https://tg-cat.com/@kaskadauto,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,продажа авто
2026-07-05,Авторынки Москвы,Авторынки Москвы,Москва / Московская область,Mint Condition - подбор авто,канал,https://t.me/mintco_pub,mintco_pub,1639,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,+79261888335,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 **Mint Condition - Подбор авто в Москве!** 🌟 Мы ценим ваше время и помогаем экономить деньги, предлагая профессиональный подбор автомобилей. Позвоните нам по номеру +79261888335 или посетите наш сайт www.mintco.ru. Под",tg-cat public search,https://tg-cat.com/@mintco_pub,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авторынок Москва чат,чат/группа,https://t.me/auto_moskvav_chat,auto_moskvav_chat,1609,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@auto_moskvav_chat,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авторынок москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,«Твой Авто» Автосалон,чат/группа,https://t.me/tvoyautosalon,tvoyautosalon,1281,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Автосалон «Твой Авто» в Москве предлагает мультибрендовые автомобили под ключ из Кореи, Китая, Японии, США, Европы и ОАЭ. В наличии и под заказ. Возможна оплата частями, кредит, лизинг,",tg-cat public search,https://tg-cat.com/@tvoyautosalon,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,продажа авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Мототехника; Чаты купли-продажи,Москва / Московская область,Авто 🚗 Москва #Россия РФ RU RF Москва Крым ДНР ЛНР МЛТ ...,чат/группа,https://t.me/automotomsk,automotomsk,1199,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в сообщество AutoMotoMsk! 🚗 Здесь, в сердце Москвы, мы объединяем любителей автомобилей и мотоциклов, а также всех, кто интересуется услугами красоты и различными услугами на рынке. Мы предлагаем вам самые свежие объявления о покупке",tg-cat public search,https://tg-cat.com/@automotomsk,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва; авто рынок москва
2026-07-05,Мототехника,Авторынки Москвы; Мототехника; Чаты купли-продажи,Москва / Московская область,Авто 🚗 Ростов-на-Дону #Россия РФ RU RF Москва Крым ДНР ...,чат/группа,https://t.me/avtomotornd,avtomotornd,1140,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,Добро пожаловать в сообщество AvtoMotoRnD! 🚗 Мы находимся в Ростове-на-Дону и объединяем автолюбителей и мотосообщество всей России! Здесь вы можете найти всё необходимое – от покупки и продажи автомобилей и мотоцик,tg-cat public search,https://tg-cat.com/@avtomotornd,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Боевая классика || Москва и МО || Авто Барахолка,чат/группа,https://t.me/bclassicmsk,bclassicmsk,1087,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@bclassicmsk,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто барахолка; авто москва; барахолка авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Мототехника; Чаты купли-продажи,Москва / Московская область,Авто 🚗 Санкт-Петербург #Россия Питер РФ RU Москва Крым ...,чат/группа,https://t.me/avtomotospb,avtomotospb,994,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в AvtoMotoSpb! 🚗 Это ваше идеальное сообщество для всех любителей автомобилей и мотоциклов в Санкт-Петербурге и других регионах России. Здесь мы делимся новостями, советами, услугами и предложениями по продаже и покупке",tg-cat public search,https://tg-cat.com/@avtomotospb,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто рынок москва
2026-07-05,Чаты купли-продажи,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авто продажа | авторынок | авто барахолка | тачки на пр...,канал,https://t.me/autoget,autoget,984,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 **Добро пожаловать на наш канал, посвященный продаже автомобилей!** Мы предлагаем обширный выбор иномарок в Москве и по всей России. Только проверенные объявления с актуальными номерами! Подключено более 50 источников, чтобы вы могли найти именно то,",tg-cat public search,https://tg-cat.com/@autoget,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто барахолка; продажа авто
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Продажа Б/У Авто Москва,чат/группа,https://t.me/ropdok,ropdok,972,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@ropdok,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва; продажа авто москва
2026-07-05,Чаты купли-продажи,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Продажа авто 🚘 Мск,канал,https://t.me/carsalemsk,carsalemsk,810,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Продаем автомобили в Москве! 🚘 Все объявления ниже рыночной стоимости. Уникальные предложения, которых нет на других площадках — не упустите шанс стать владельцем отличного авто по выгодной цене!",tg-cat public search,https://tg-cat.com/@carsalemsk,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,продажа авто
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Аренда авто с выкупом Москва 14,чат/группа,https://t.me/auto_pod_vykup_msk2,auto_pod_vykup_msk2,719,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 Ищете идеальный автомобиль в Москве? У нас есть отличное предложение! Аренда авто с возможностью выкупа от 20 тыс. руб. Первый взнос. Оставьте свой телефон, и мы подберем идеальный вариант для вас! Одобрение",tg-cat public search,https://tg-cat.com/@auto_pod_vykup_msk2,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авторынок Москва CHAT,чат/группа,https://t.me/autorynokmochat,autorynokmochat,712,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,@asilich69,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Авторынок Москва CHAT — это группа для продажи, покупки и обмена автомобилей в Москве и Подмосковье. Подписка стоит 10₽, а выплаты можно получить через @asilich69.",tg-cat public search,https://tg-cat.com/@autorynokmochat,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авторынок москва
2026-07-05,Авто ниже рынка,Авто ниже рынка; Авторынки Москвы,Москва / Московская область,AVTO_SALE_MSK,канал,https://t.me/avto_sale_msk,avto_sale_msk,690,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 Добро пожаловать на канал AVTO_SALE_MSK! Здесь вы найдете автомобили ниже рыночной цены в Москве и России. Мы предлагаем вам уникальные авто из Европы и США под заказ, а также услуги выкупа и продажи 24/7. У вас есть автомобиль,",tg-cat public search,https://tg-cat.com/@avto_sale_msk,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Авто Разбор # Запчасти # Авторазборка Разборка Ростов К...,чат/группа,https://t.me/razbor_avto,razbor_avto,676,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,"@razborka_bot_bot, @Tehpoddergka",малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа посвящена авторазборке и продаже запчастей в Ростове, Краснодаре, Москве и Санкт-Петербурге. Доступ к информации можно получить через @razborka_bot_bot, а также есть возможность связаться с техподдержкой @Tehpoddergka. Прав",tg-cat public search,https://tg-cat.com/@razbor_avto,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Аренда авто с выкупом Москва 10,чат/группа,https://t.me/auto_pod_vykup_moskva_10,auto_pod_vykup_moskva_10,612,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,🚗 **Получите автомобиль в собственность легко и выгодно в Москве!** Ищете надежный способ обзавестись автомобилем? У нас отличное предложение: аренда авто с выкупом всего от 20 тыс. руб. в качестве первого взноса! Просто,tg-cat public search,https://tg-cat.com/@auto_pod_vykup_moskva_10,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы,Москва / Московская область,Авторынок Москва 🚘,канал,https://t.me/autorynok_moscow,autorynok_moscow,559,не удалось проверить web-источником,да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на канал ""Авторынок Москва"" 🚘! Здесь вы найдете лучшие предложения по продаже автомобилей в Москве. ✅ Используйте наши удобные хэштеги для быстрого поиска нужного автомобиля. ✅ Публикация объявлений абсолютно бесплатна — делитесь своими",tg-cat public search,https://tg-cat.com/@autorynok_moscow,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en,авторынок москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,РУЛИМ - авторынок Москва,чат/группа,https://t.me/mskautotorg,mskautotorg,519,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"РУЛИМ - авторынок в Москве и области, а также по всей России. Здесь можно продавать автомобили, размещая свои предложения, и быстро находить подходящие варианты по выбору марки автомобиля.",tg-cat public search,https://tg-cat.com/@mskautotorg,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто рынок москва; авторынок москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Продажа/заказ авто. Москва,канал,https://t.me/prigon_avto_iz,prigon_avto_iz,495,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@prigon_avto_iz,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто москва; продажа авто; продажа авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,Продажа/выкуп/аренда авто Москва и МО 🚕,канал,https://t.me/auto_taxi,auto_taxi,481,не удалось проверить web-источником,да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на наш канал, посвящённый продаже, выкупу и аренде автомобилей в Москве и МО! 🚕 Здесь вы найдёте актуальные объявления от собственников, а также возможность размещать свои объявления совершенно БЕСПЛАТНО. Мы создаём пространство для удоб",tg-cat public search,https://tg-cat.com/@auto_taxi,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто москва; продажа авто; продажа авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Чаты купли-продажи,Москва / Московская область,РАЗБОРКА АВТО МОСКВА,чат/группа,https://t.me/razborka_avto_moskva,razborka_avto_moskva,411,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",@informbyro,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,🔧🚗 Заходите на нашу разборку авто в Москве! У нас вы найдете полезную информацию и актуальные предложения. Перед размещением сообщений ознакомьтесь с правилами в закрепе. Не забудьте подписаться на наш канал @informbyro и пригласить друзей!,tg-cat public search,https://tg-cat.com/@razborka_avto_moskva,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,авто москва
2026-07-05,Авторынки Москвы,Авторынки Москвы; Обмен автомобилей; Чаты купли-продажи,Москва / Московская область,"ОБЪЯВЛЕНИЯ МОСКВЫ (Работа, Услуги, Товары, Аренда, Купл...",чат/группа,https://t.me/mskbazar,mskbazar,408,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа объявлений Москвы, где разрешено публиковать информацию о работе, услугах, товарах, аренде, купле-продаже, вакансиях и продаже авто, за исключением запрещенного законом РФ и рекламы каналов и групп.",tg-cat public search,https://tg-cat.com/@mskbazar,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=supergroup&lang=en,куплю продам авто; купля продажа обмен авто; обмен авто; продажа авто москва
